,导演,演员,评分,类型,评价人数,语言,地区,名称
340,0,0.0,0.9295774647887324,0.0,0.9871060876118964,1,0,爱情麻辣烫
341,0,0.0,0.732394366197183,0.0,0.988894909493922,1,0,圣诞玫瑰
342,0,0.0,0.9154929577464789,0.0,0.9883946011167117,1,0,小城之春
343,0,0.0,0.9154929577464789,0.0,0.9887117556669432,1,0,二十四城记
344,0,0.0,0.5915492957746478,0.6666666666666667,0.9875455397654461,1,0,恋爱前规则
345,0,0.0,0.7887323943661971,0.0,0.9856367609040895,1,0,天地英雄
346,0,0.0,0.8028169014084506,0.0,0.9900751691393409,1,0,黑处有什么
347,0,0.0,0.732394366197183,0.0,0.98683106429343,1,0,忠烈杨家将
348,0,0.0,0.2676056338028169,0.0,0.9834084868685142,1,0,下一任：前任
349,0,0.0,0.9014084507042253,0.0,0.9846197597817602,1,0,忠爱无言
350,0,0.0,0.6197183098591549,0.0,0.9803124264897779,1,0,全城高考
351,0,0.0,0.7183098591549295,0.5,0.9854705766010161,1,0,男人不可以穷
352,0,0.0,0.5774647887323943,0.6666666666666667,0.9851241642509476,1,0,奋斗
353,0,0.0,0.8732394366197183,0.0,0.9883711948768422,1,0,女人，四十
354,0,0.0,0.4225352112676056,0.0,0.984059180336886,1,0,奔爱
355,0,0.0,0.5211267605633803,0.0,0.9849884080597047,1,0,一场风花雪月的事
356,0,0.0,0.8309859154929577,0.0,0.985506271116817,1,0,秦时明月之龙腾万里
357,0,0.0,0.9436619718309859,0.0,0.9835887149155094,1,0,霹雳贝贝
358,0,0.0,0.9577464788732394,0.0,0.9882202246296841,1,0,不能没有你
359,0,0.0,0.9577464788732395,0.0,0.9867824963457008,1,0,榴莲飘飘
360,0,0.0,0.8169014084507042,0.0,0.9862646332885884,1,0,东宫西宫
361,0,0.0,0.9859154929577465,0.0,0.9859954615300893,1,0,少女小渔
362,0,0.0,0.7464788732394366,0.0,0.9868322346054235,1,0,如梦
363,0,0.0,0.8028169014084506,0.0,0.9847367909811077,1,0,周渔的火车
364,0,0.0,0.9859154929577465,0.0,0.9853746110175512,1,0,暖春
365,0,0.0,0.7464788732394366,0.0,0.9829011566193432,1,0,叶问：终极一战
366,0,0.0,0.8732394366197183,0.0,0.9855688828084679,1,0,夏天的尾巴
367,0,0.0,0.8309859154929577,0.0,0.9871060876118964,1,0,长江图
368,0,0.0,0.9577464788732395,0.0,0.9854360523972086,1,0,爱情的牙齿
369,0,0.0,0.380281690140845,0.0,0.9851036837910618,1,0,在一起
370,0,0.0,0.4225352112676056,0.0,0.9806892669516767,1,0,青禾男高
371,0,0.0,0.9718309859154931,0.5,0.9778360463115862,1,0,三毛流浪记
372,0,0.0,1.0,0.0,0.985466480509039,1,0,刀
373,0,0.0,0.8732394366197183,0.0,0.985054530687336,1,0,沉睡的青春
374,0,0.0,0.3661971830985915,0.6666666666666667,0.9796213572576313,1,0,新乌龙院之笑闹江湖
375,0,0.0,0.9295774647887324,0.0,0.9854612141050683,1,0,昨天
376,0,0.0,0.9436619718309859,0.0,0.9838309694981585,1,0,龙之谷：破晓奇兵
377,0,0.0,0.5774647887323943,0.0,0.9822814764187985,1,0,变身男女
